Município,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,Product
Cláudio,797675,601259,2574245,878810,1808112,0,922590,654149,534352,246758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Colina,595035176,343626061,143664232,243899479,94458434,63711237,39574810,39102229,42777602,14515021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Colinas,0,0,0,0,0,0,0,0,0,0,0,0,507500,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Colômbia,0,31680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Comendador Gomes,28040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Comodoro,198397997,130177794,81319211,72587681,50943293,123453718,89854626,69748674,51356590,80322871,68149454,60540030,134799048,51849885,0,0,0,0,0,0,0,0,0,0,0,Soy
Conceição das Alagoas,0,0,0,0,5806762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800000,0,0,Soy
Conceição do Pará,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,3750000,5130000,Soy
Conchal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10357476,0,0,0,0,0,0,0,0,Soy
Confresa,355439388,322046833,401521301,45396303,86044328,65686158,101824271,12949518,0,0,0,0,0,0,269424,1330576,1100000,0,0,0,0,0,0,0,0,Soy
Conquista,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,Soy
Conselheiro Lafaiete,0,0,0,0,0,0,749797,3587831,2145432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Contagem,0,3230351,1600000,0,0,206275,0,0,0,8171599,59278296,2691942,0,0,0,0,0,0,0,0,0,0,16579856,0,0,Soy
Cordeirópolis,23101591,20085220,21216866,0,0,0,0,0,0,0,0,0,0,0,0,2229908,0,219131,0,0,0,0,0,0,0,Soy
Coromandel,59706802,70941907,24108787,0,261031,36417411,4688022,0,0,0,0,0,0,0,0,0,0,0,0,0,8790000,1568110,0,0,0,Soy
Corrente,105835660,98017464,46964562,71290031,30297067,5519180,12204971,18870975,7808800,9411980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Correntina,378427684,414903998,358093184,186928501,367673809,195457164,348255180,239519171,294883011,260005461,423902153,210926346,217748217,131648776,116196469,118914125,138066240,33100000,22524830,0,0,0,0,0,0,Soy
Corumbá,261270,1692130,1473804,1243148,1757452,1639416,2861186,3161347,2692029,2180552,3960003,3893784,27286365,91847650,6537205,62138,123687,110734,0,17064,1000002,0,0,12000,0,Soy
Cosmópolis,0,5888662,12752027,259805,0,10795192,6884085,1796927,5196425,20337681,29504301,17985416,0,0,0,0,0,817288,20418298,12903867,22583770,21865221,0,0,0,Soy
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826000,42940,0,0,0,0,3000000,6000000,11000000,2000000,Soy
Cotia,0,0,1490215,746800,3850821,650,1100428,0,10287771,1895990,0,7058920,0,0,0,0,500,0,0,0,0,0,0,0,0,Soy
Coxim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182255,0,0,1208720,0,0,0,0,0,0,8875430,Soy
Cravinhos,0,7000,365697,0,3282787,508680,1027185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Cristalina,394982863,370426911,132513085,26666414,30854920,6357192,554000,4171490,675000,2562418,0,0,0,0,0,27482327,62115370,36125000,27407346,2640000,3903863,30651700,3060000,2000000,106000,Soy
Cruz das Almas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448000,Soy
Cruzeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42049706,0,0,0,0,0,0,Soy
Cubatão,498890317,255681937,166229008,0,108490,1008700,4967780,94326404,38537023,67021294,0,0,11741913,0,50446000,76810,50460000,77249188,87631540,42041052,0,0,11970590,11467889,0,Soy
Cuiabá,136430344,202052779,163903641,2191004104,553652635,835512071,1061620436,1229801860,1003786354,501665540,340858879,352790489,267033066,1165736602,2961221067,3497306069,3155407018,2790605873,2254441351,1886154063,2421311639,1558616547,1000444349,777229682,1105788779,Soy
Currais,6740999,0,14701473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Curral de Dentro,0,0,0,0,0,203925,182610,255601,66922,268227,242131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Cáceres,0,0,0,0,0,0,0,6987169,939571,493751,213208,0,36360,31600,610760,0,0,0,37818041,132844465,0,108000,216900,1468250,1475700,Soy
Cândido Mota,143770797,11949957,41942916,24481193,13896896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Delta,0,0,0,0,0,5423876,82047061,38013502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Diadema,0,21,0,938871,0,512917,0,0,0,0,731708,0,0,0,0,0,46000,1600819,4184545,2810476,0,0,0,0,0,Soy
Diamantino,913313023,774016628,678499153,329938708,444061614,421982690,582960363,375026267,329254548,382385109,359067854,169468281,286028797,256937955,91156009,100004946,152080912,18009738,517300,693400,2771000,0,0,0,0,Soy
Divinópolis,0,0,514713,0,0,609960,0,1371335,1039096,19427652,16582949,0,0,0,0,0,0,0,0,0,0,0,0,0,16118867,Soy
Dom Aquino,0,0,0,0,0,0,1989574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,6000000,Soy
Dom Eliseu,15404480,21050652,21419539,8191355,47269899,11964340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477327,0,Soy
Dourados,1124536674,1448768637,673110272,494555552,424521862,287353872,265862820,136478703,216467050,164460936,166039859,168611982,139146559,385032731,331536849,410348187,206960038,87098220,118431923,101192100,63783150,72724422,4100000,611090,57153491,Soy
Dracena,0,0,0,0,0,0,0,0,0,0,0,0,0,1461277,0,0,0,0,0,0,0,0,0,0,0,Soy
Edéia,0,0,0,0,1052490,23484172,0,0,0,129203370,0,19958562,0,0,0,21152517,0,0,0,0,0,0,0,0,0,Soy
Eldorado,12501759,16988400,6104834,0,0,15490543,7091568,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,Soy
Elias Fausto,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Embu,0,2093098,2259887,5494835,0,0,0,0,0,0,0,0,0,0,0,0,5317798,7434910,0,0,0,0,0,0,0,Soy
Epitaciolândia,135986,367326,138320,160870,51700,26940,1526494,303860,540800,0,131980,0,0,0,0,0,161000,0,51400,306980,234600,99000,0,0,0,Soy
Ervália,2267892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Esperantina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7900000,0,Soy
Espigão D'Oeste,97450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Espírito Santo do Pinhal,0,0,0,0,0,0,0,5116455,0,0,0,0,0,0,0,91719863,0,42597407,21525134,148315004,244360937,159912252,0,0,0,Soy
Espírito Santo do Turvo,0,0,0,0,0,0,0,0,0,0,0,8036729,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Estrela d'Oeste,0,0,0,0,0,0,0,0,0,0,0,3478310,0,0,19908774,24552596,0,0,0,0,0,0,0,0,0,Soy
Feira de Santana,0,0,0,0,2812295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Feliz Natal,7577429,716428,2236418,430000,5435000,597550,1959082,2074437,1146926,2407254,0,0,0,0,0,1222070,1617480,0,0,0,0,0,0,0,0,Soy
Fernandópolis,0,1884056,3404657,0,0,0,0,0,0,0,0,0,0,0,10362221,0,0,0,0,0,0,0,0,0,0,Soy
Ferraz de Vasconcelos,237944,7161231,5955756,8699747,6445531,612490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5045000,0,Soy
Figueirópolis,110723105,120825896,99077535,122516575,64247278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Florínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364000,1055750,0,0,0,0,0,0,Soy
Formiga,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Formosa,181600,62554,108000,67250,20000,15000,0,0,880000,1000000,4782420,2900000,0,180000,1520000,960000,0,390000,60000,0,152000,240480,0,0,0,Soy
Formosa do Rio Preto,622256844,492195709,485147000,222798740,504346684,208092004,252754826,75786344,50110890,70833202,129587462,121358161,51425462,7731342,8180000,15860000,0,0,0,0,0,0,0,0,0,Soy
Fortaleza do Tabocão,0,0,0,1731119,35292783,38474914,0,0,0,0,0,0,0,0,0,38400000,0,0,1000000,0,0,0,0,0,0,Soy
Franca,896145,5718955,1344152,0,0,0,303214,796930,457939,0,1366215,1074671,1107021,584043,1071780,13426709,8870015,0,0,0,827145,2500000,0,2356000,2140000,Soy
Francisco Morato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649916,505000,2670000,0,3920000,0,Soy
Frutal,0,0,0,0,247233335,0,110154005,214389376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Fátima do Sul,0,9515231,5628361,18692027,5607126,1034,0,0,0,0,0,0,0,11700000,41947000,26482010,0,0,0,0,0,0,0,0,0,Soy
Garça,0,0,0,0,0,0,0,0,0,244927,324037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Gaúcha do Norte,33170,2636209,23300,764000,6902034,1954033,10010647,240000,1482280,5349616,1821078,9886153,19217650,0,0,0,0,0,0,0,0,0,0,0,0,Soy
General Carneiro,0,0,0,0,2930437,0,4310915,6403396,2194410,2376420,106410,13084796,5000000,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Goianésia,783,60,41,0,0,0,0,17630421,36865840,1496536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Goiatuba,4598061,7320561,26694000,132636995,108403040,131083864,50857003,33270773,16707049,24203219,31570362,0,0,0,0,0,0,0,0,0,0,5399860,0,0,0,Soy
Goiânia,38739643,1284287,31014423,331730129,1401415,1425348,0,192,0,6113537,5994676,75250000,19756868,0,0,0,0,0,101332410,238280770,184726525,74249930,27973000,260400,7580000,Soy
Governador Valadares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370663,0,0,0,0,0,0,0,0,0,0,Soy
Guajará-Mirim,2370351,5793537,3439581,4077281,6848052,6274774,5908662,6166123,6491323,4837012,4301730,332882,0,1059574,2370587,2375001,2929207,3274512,4541700,5383362,5599595,7327044,2110645,154745,102946,Soy
Guarani de Goiás,0,0,0,0,0,0,0,0,0,0,149652,77455831,101122940,105144300,76333947,0,0,0,0,0,0,0,0,0,0,Soy
Guaranésia,0,0,0,0,0,0,0,0,0,0,0,0,0,12450000,0,0,0,0,0,0,0,0,0,0,0,Soy
Guararapes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15227057,0,0,0,0,0,0,0,0,Soy
Guaraí,321296884,364765364,298983235,222058570,246901972,111924299,249130352,162218389,178485733,112271102,131293360,92202451,75652250,45681996,51887400,68767000,64000000,0,0,0,0,0,0,0,0,Soy
Guarda-Mor,424137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Guarujá,1471940968,1691248515,1552393251,1755499012,1863762891,1606654110,1637195521,1261190040,101883694,121338229,272281901,85027311,132214122,168561667,116567580,146934171,131866099,136727217,75761467,98790341,182957409,0,0,0,0,Soy
Guarulhos,4553665,3484469,6969873,27836803,34487107,220781,503202,4445972,1749056,10894370,26913302,14372780,387397,416884,1481297,377030,15980028,98646398,36324685,15090368,40357306,1899078,34925254,93317896,15154572,Soy
Guaíra,51043429,15500000,0,0,197105256,195001478,208237481,284007783,75222209,20644211,0,58246029,18536047,0,0,0,0,0,0,0,27383707,12157487,0,0,0,Soy
Guia Lopes da Laguna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297340,0,0,0,0,0,0,0,0,0,0,Soy
Gurupi,258197224,249060696,152073908,50407781,108361653,97702422,84246658,157432315,39961933,72037689,63500304,61680736,83639049,74047836,106666668,41601000,71726000,0,0,0,0,0,0,0,0,Soy
Holambra,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Iacri,0,0,0,0,0,132480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ibirarema,9000,4500,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ibitinga,0,0,0,0,271531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ibiá,0,0,34605409,31975000,34972122,32052563,19656075,14625880,17620000,13360036,7641920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ibiúna,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Icém,0,0,0,0,0,0,0,0,0,0,0,0,0,8956562,0,0,0,0,0,0,0,0,0,0,0,Soy
Iepê,0,0,0,0,0,3849623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Igarapé,0,0,0,0,0,0,0,76120094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Igarapé-Açu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180416,Soy
Ilhéus,0,0,0,24235252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22222223,14644943,0,29250000,0,112418897,71973419,Soy
Imperatriz,405060309,168597175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Indaiatuba,0,59162,2723922,570053,845501,1575080,1209779,495895,734082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ipameri,278360777,258669130,327533047,249800416,270360941,90523295,81357694,58923172,118662896,55566430,43770896,0,0,61354670,83931007,0,0,0,0,0,0,0,0,0,0,Soy
Ipatinga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9388885,0,0,0,277069812,0,0,Soy
Ipeúna,0,0,0,0,0,1165000,345272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ipiranga do Norte,566749867,450864256,358844931,232357993,243630171,231917765,213796119,199294212,121329237,74321043,125123392,51582347,50563813,72906606,39605358,5737730,33913943,16040020,0,0,0,0,0,0,0,Soy
Ipuã,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26109748,Soy
Iranduba,0,0,0,0,0,0,0,0,22107624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Iraquara,0,0,0,0,10000000,14500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itaberaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150000,Soy
Itabirito,0,0,0,0,6050355,6281560,0,3647439,23300253,0,0,0,12708096,23587104,0,0,0,0,5399929,0,0,0,1775065,0,0,Soy
Itacoatiara,61007078,119344379,172376720,4890000,54244697,73470595,20190335,210318,4468848,8391923,5017167,1150089,4337131,6951085,0,0,0,0,0,0,0,0,0,0,0,Soy
Itaituba,1857102,345060155,65928891,1172528,12534504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itajubá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11625505,40768000,0,0,0,0,Soy
Itanhangá,38276232,41420982,32887313,24671528,37388576,4802235,3626526,5124446,8209046,867437,0,0,0,0,1150541,2510690,2403433,233000,0,0,0,0,0,0,0,Soy
Itapagipe,0,0,0,0,145125638,0,0,143466152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itapecerica da Serra,0,0,0,0,0,0,0,0,0,1795704,0,0,0,1715000,3950651,2170719,0,0,0,0,0,0,0,0,0,Soy
Itapetininga,5000000,6000000,0,0,0,0,0,0,0,6132034,5234023,2543682,0,466918,5204061,0,602565,0,39394515,0,0,0,0,0,0,Soy
Itapevi,0,6761401,0,0,0,0,0,0,0,0,0,0,0,0,0,236000,0,0,0,0,0,0,0,0,0,Soy
Itapira,939251,0,314380,1922205,141234826,445287886,0,0,0,0,0,0,0,0,0,0,0,0,839514,0,0,0,0,0,0,Soy
Itaporã,0,11459853,6322382,19365955,0,0,0,0,0,0,4695153,1755767,469815,7508372,0,0,1000000,1012604,0,0,0,0,0,0,0,Soy
Itaquaquecetuba,0,1206437,811440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itaquiraí,0,0,1144614,1229407,1156187,1749402,1049827,1378780,350960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itatiba,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itaúna,0,22990136,0,33380990,1692005,0,0,18800780,13051472,27484775,37212933,30617678,722439,5994909,4075502,2178865,0,9853997,0,11593648,0,0,0,2570000,0,Soy
Itiquira,285674051,245749363,287128829,117798348,295920303,220662107,326167547,256375372,399625464,374099915,185304852,190248494,189758231,59509343,11512776,2000000,14200000,4000000,5000000,5000000,6000000,29036860,7074150,7800000,20000000,Soy
Itu,0,0,0,0,0,0,0,0,0,0,0,0,449000,2326342,0,0,0,0,1055465,0,0,0,0,0,486004,Soy
Ituiutaba,0,0,0,2035,13625,0,0,0,0,0,152564431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Itumbiara,196125971,278618214,84111808,325758994,281112768,323091997,236370868,269903866,284022126,308939276,405157932,373095056,490168431,1261262011,1484876499,1512664851,1592281101,1774345382,1132716249,266541240,307378538,314207830,148337516,16068485,6000000,Soy
Itupeva,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ituverava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9748000,6745250,21879000,0,0,0,0,0,Soy
Itápolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130639,0,0,0,0,0,0,0,0,Soy
Jaboticabal,0,379672,0,0,0,0,0,1458637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Jacareí,0,0,0,0,0,0,0,0,0,0,41667,0,0,0,0,0,63905118,0,0,0,0,27811382,3822055,0,0,Soy
Jaciara,0,24329463,21447646,0,974855,499491,2648656,29739412,1185943,20530469,343533,5787760,43219269,6609457,17655000,0,0,190120,0,0,0,0,0,0,30770795,Soy
Jaguariúna,74400,78080,104000,104000,78000,104000,104000,102000,100700,139230,187080,182575,80920,156545,132150,0,0,0,0,0,0,0,0,0,0,Soy
Jandaíra,0,0,0,0,0,0,0,0,0,0,0,1231015,124224,0,2965000,0,0,0,0,0,0,0,0,0,0,Soy
Jandira,0,0,0,0,0,0,0,0,597290,0,11379362,11115874,0,26960,0,0,0,0,0,0,0,0,0,0,0,Soy
Jardim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155800,2500000,7115319,4000000,7435620,0,0,0,0,0,0,Soy
Jardinópolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403724,0,0,0,0,Soy
Jarinu,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Jataí,1276840822,1659925169,1381515981,343026063,657137505,232560550,124874108,128794153,150626524,274000793,152898565,91520262,181971199,105267345,136066590,83737619,19919497,12820698,0,0,187716000,0,0,0,0,Soy
Jaú,0,0,28500,0,0,0,0,922078,1206856,1028023,0,0,0,0,0,0,0,0,0,0,1080030,0,0,0,0,Soy
Ji-Paraná,0,122178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
João Pinheiro,4399877,7394700,0,0,38976595,0,10497834,2588749,6635606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Juara,0,0,0,0,0,0,0,676577,0,0,0,151163,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Juatuba,0,0,0,0,1770123,1573635,5780310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Juazeiro,0,0,1012112,895095,0,0,462135,13701753,5674420,5303529,3555908,0,470484,0,0,1996430,0,0,0,0,0,0,0,0,0,Soy
Juiz de Fora,0,0,0,0,0,0,3793000,2669229,0,0,0,140153,0,0,0,0,0,0,0,0,4044,8311017,0,1695000,0,Soy
Jundiaí,0,45,27830,148464,540847,219054,51,0,0,1710,21938963,25076765,0,5085500,85462079,44760000,7898538,9769987,19743337,1451986,0,26035466,28267996,21860524,0,Soy
Junqueirópolis,0,0,0,0,0,0,0,0,0,0,0,0,391000,5618000,4415000,0,0,0,0,0,0,0,0,0,0,Soy
Juscimeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23560,2287660,1640430,0,0,0,0,0,0,0,0,Soy
Juína,0,0,0,0,0,0,0,0,507715,190634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Ladário,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,Soy
Lagoa Santa,0,0,0,721490,1728724,0,0,7420495,6571277,0,0,0,0,0,3644613,4397898,818465,0,0,0,0,0,0,0,0,Soy
Lagoa da Confusão,0,0,0,0,0,0,5038611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Laguna Carapã,0,0,0,0,0,0,0,0,0,0,0,0,0,13044740,0,0,0,0,0,0,0,0,0,0,0,Soy
Lauro de Freitas,230,573,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Lavras,1092535,905167,652575,2803867,210113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Leme,138148749,510238996,756290542,533860195,332548609,673156161,522358675,140749187,55234131,0,0,0,0,539497,0,0,0,0,0,0,0,0,0,0,0,Soy
Lençóis Paulista,0,0,0,0,0,0,0,0,0,0,513000,18985000,35340000,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Limeira,0,0,0,0,0,0,0,62806,0,0,0,0,0,72336745,0,43463139,88869788,0,0,0,0,0,0,67194909,400000,Soy
Limeira do Oeste,0,0,0,0,0,0,0,0,0,0,0,0,10744276,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Lins,27227,0,49413,33807,5295,546,0,36,0,0,0,0,1820,5213,1638,3001,0,0,5056180,5550000,0,0,0,0,0,Soy
Lorena,0,0,0,0,0,0,0,0,400951,13522448,0,0,0,7799285,0,0,0,0,0,0,0,0,0,0,0,Soy
Loreto,0,15759435,20812707,0,0,0,0,0,0,333045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Louveira,0,0,0,0,0,0,0,0,0,0,1285608,0,0,0,0,0,0,0,0,28889527,0,0,0,0,0,Soy
Lucas do Rio Verde,867227372,919203731,829862135,654597228,771438286,634096974,586795452,680809339,775225689,749674549,589049174,549680584,716761263,511255316,92752161,41586447,29614999,7343934,0,0,0,0,0,0,0,Soy
Lucélia,0,0,0,0,0,3492509,2066470,15469459,5792000,0,0,0,0,8390315,0,0,0,0,0,0,0,0,0,0,0,Soy
Luminárias,0,0,0,0,0,0,0,0,0,0,275368,0,0,172414,0,0,0,0,0,0,0,0,0,0,0,Soy
Luziânia,726236769,1165016719,593457098,320109546,491236847,320006897,365392710,293846672,638311072,652330965,701850230,784778642,740618901,439372171,316110320,411187652,680504120,0,600000,0,41569089,5763887,0,0,0,Soy
Luís Antônio,0,0,0,854450,0,0,12767828,0,0,0,0,0,0,0,0,0,0,0,0,11287823,14591065,13000000,0,0,0,Soy
Luís Correia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057000,0,0,0,0,0,0,0,0,Soy
Luís Eduardo Magalhães,2791836448,2871527268,2629008794,2698225384,2098958244,1381124878,1899010195,1271993654,1411476595,1802969809,1499236478,1121807555,1226640397,1151281516,1034434673,694116559,876934349,690828860,589408700,532199000,546235678,386895001,277042729,301937289,103804357,Soy
Macapá,108,41682481,26449349,54056909,54163668,25121480,15484711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Macatuba,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74652955,0,0,Soy
Machado,0,0,0,0,0,0,0,0,27147539,16342770,10462227,41335573,18440610,0,0,3049000,0,1600000,0,0,0,0,0,0,0,Soy
Magalhães de Almeida,0,0,0,0,0,3995000,0,2016708,10597506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Mairinque,1012781,1069121,789861,655647,517844,654102,2626624,4494103,19207868,1643584,7060118,1821652,1577572,2628616,2587931,9551316,182973313,8844687,623186,72036,5091424,23184,7995490,32262793,82713244,Soy
Mairiporã,0,0,0,0,0,0,0,0,0,0,12951000,11080000,17670000,0,0,0,0,0,0,1225428,0,0,0,0,0,Soy
Manacapuru,161789,92050,85500,0,30000,259453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Manaus,80767575,53996546,15259143,1620244,1724451,9387165,1025350,1153909,1661691,929175,0,0,0,0,11862811,0,0,35000,17845193,17292350,0,0,4919000,0,0,Soy
Manhuaçu,0,0,135294,0,0,0,0,0,0,0,0,0,0,0,0,0,1299715,2240246,0,0,14271133,0,0,0,0,Soy
Manoel Urbano,0,0,0,26188407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Marabá,0,0,0,0,0,0,2552488,0,26856212,2401752,14508892,3024912,114572350,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Maracaju,153029480,152173252,74858172,144232506,251828695,222807994,256246885,161040089,163733549,136284373,146096621,69403109,69292368,8420797,15508993,17146387,9909069,8500000,32000000,0,0,0,0,0,0,Soy
Maracaí,3008000,7088616,8067324,3538549,19455729,2462,920999,0,0,0,0,0,0,0,0,0,0,0,0,0,48429115,55059165,3150000,0,0,Soy
Marapoama,0,0,1107631,20706614,15477790,3008318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Maravilhas,0,0,0,0,0,0,0,1184119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Marcelândia,131066007,78432629,110634795,22879463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Marituba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828028,0,0,13140035,Soy
Marília,0,0,119550,589745,0,0,1463510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Mateiros,0,0,0,0,0,976805,19295729,230981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Mateus Leme,0,0,0,0,0,0,1688500,2564581,1648085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Soy
Matupá,607467758,396467147,1044472106,303688260,203962496,425279676,474275008,51483052,0,0,0,0,0,0,0,687304,0,0,0,0,0,0,31241670,4324350,0,Soy
